keperluan,izin,kategori
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
go home,IB,Lainnya
libur panjang,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang memperbaiki layar laptop,IB,Membeli Barang
go home,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
menjenguk ibu yang sedang sakit & bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu kelurga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
acara keluarga (naik sidi),IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur & bertemu keluarga tercinta,IB,Bertemu Keluarga
pesta demokrasi,IB,Bertemu Keluarga
mengunjungi keluaga tercinta,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
periksa mulut dan luka  di lidah,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
check up tht,IB,Lainnya
libur paskah,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin berkunjung ke rumah,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
eomeoniui saeng-il chugha,IB,Lainnya
hyuil,IB,Lainnya
jib-ega,IB,Bertemu Keluarga
gajog-eul mannada,IB,Lainnya
back home,IB,Lainnya
celebrating easter with fam,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
go home,IB,Lainnya
libur panjang,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang memperbaiki layar laptop,IB,Membeli Barang
go home,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
menjenguk ibu yang sedang sakit & bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu kelurga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
acara keluarga (naik sidi),IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur & bertemu keluarga tercinta,IB,Bertemu Keluarga
pesta demokrasi,IB,Bertemu Keluarga
mengunjungi keluaga tercinta,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
periksa mulut dan luka  di lidah,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
check up tht,IB,Lainnya
libur paskah,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin berkunjung ke rumah,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
eomeoniui saeng-il chugha,IB,Lainnya
hyuil,IB,Lainnya
jib-ega,IB,Bertemu Keluarga
gajog-eul mannada,IB,Lainnya
back home,IB,Lainnya
celebrating easter with fam,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
go home,IB,Lainnya
libur panjang,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang memperbaiki layar laptop,IB,Membeli Barang
go home,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
menjenguk ibu yang sedang sakit & bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu kelurga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
acara keluarga (naik sidi),IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur & bertemu keluarga tercinta,IB,Bertemu Keluarga
pesta demokrasi,IB,Bertemu Keluarga
mengunjungi keluaga tercinta,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
periksa mulut dan luka  di lidah,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
check up tht,IB,Lainnya
libur paskah,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin berkunjung ke rumah,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
eomeoniui saeng-il chugha,IB,Lainnya
hyuil,IB,Lainnya
jib-ega,IB,Bertemu Keluarga
gajog-eul mannada,IB,Lainnya
back home,IB,Lainnya
celebrating easter with fam,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
go home,IB,Lainnya
libur panjang,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang memperbaiki layar laptop,IB,Membeli Barang
go home,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
menjenguk ibu yang sedang sakit & bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu kelurga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
acara keluarga (naik sidi),IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur & bertemu keluarga tercinta,IB,Bertemu Keluarga
pesta demokrasi,IB,Bertemu Keluarga
mengunjungi keluaga tercinta,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
periksa mulut dan luka  di lidah,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
check up tht,IB,Lainnya
libur paskah,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin berkunjung ke rumah,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
eomeoniui saeng-il chugha,IB,Lainnya
hyuil,IB,Lainnya
jib-ega,IB,Bertemu Keluarga
gajog-eul mannada,IB,Lainnya
back home,IB,Lainnya
celebrating easter with fam,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
go home,IB,Lainnya
libur panjang,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang memperbaiki layar laptop,IB,Membeli Barang
go home,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
menjenguk ibu yang sedang sakit & bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu kelurga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
acara keluarga (naik sidi),IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur & bertemu keluarga tercinta,IB,Bertemu Keluarga
pesta demokrasi,IB,Bertemu Keluarga
mengunjungi keluaga tercinta,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
periksa mulut dan luka  di lidah,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
check up tht,IB,Lainnya
libur paskah,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin berkunjung ke rumah,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
eomeoniui saeng-il chugha,IB,Lainnya
hyuil,IB,Lainnya
jib-ega,IB,Bertemu Keluarga
gajog-eul mannada,IB,Lainnya
back home,IB,Lainnya
celebrating easter with fam,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
go home,IB,Lainnya
libur panjang,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang memperbaiki layar laptop,IB,Membeli Barang
go home,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
menjenguk ibu yang sedang sakit & bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu kelurga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
acara keluarga (naik sidi),IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur & bertemu keluarga tercinta,IB,Bertemu Keluarga
pesta demokrasi,IB,Bertemu Keluarga
mengunjungi keluaga tercinta,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
periksa mulut dan luka  di lidah,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
check up tht,IB,Lainnya
libur paskah,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin berkunjung ke rumah,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
eomeoniui saeng-il chugha,IB,Lainnya
hyuil,IB,Lainnya
jib-ega,IB,Bertemu Keluarga
gajog-eul mannada,IB,Lainnya
back home,IB,Lainnya
celebrating easter with fam,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
go home,IB,Lainnya
libur panjang,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang memperbaiki layar laptop,IB,Membeli Barang
go home,IB,Lainnya
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
menjenguk ibu yang sedang sakit & bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu kelurga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
acara keluarga (naik sidi),IB,Bertemu Keluarga
libur natal dan tahun baru,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur & bertemu keluarga tercinta,IB,Bertemu Keluarga
pesta demokrasi,IB,Bertemu Keluarga
mengunjungi keluaga tercinta,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
periksa mulut dan luka  di lidah,IB,Lainnya
bertemu keluarga tercinta,IB,Bertemu Keluarga
check up tht,IB,Lainnya
libur paskah,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
bertemu keluarga tercinta,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
pulang ke rumah,IB,Bertemu Keluarga
bertemu orang tua tercinta,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
"-liburan semester_x000d_
-libur panjang_x000d_
-bertemu keluarga",IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin menjumpai keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
libur lebaran dan bertemu keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
acara keluarga bersama orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
bertemu keluarga dan menjemput kaka yang baru datang dari luar provinsi,IB,Bertemu Keluarga
menjemput saudari dari bandara,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
melakukan pemulihan kesehatan dan bertemu orang tua,IB,Bertemu Keluarga
libur natal dan libur semester,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertwmu keluarga,IB,Bertemu Keluarga
libur dan bertemu keluarga,IB,Bertemu Keluarga
pemilihan presiden,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga dan persiapan uts,IB,Bertemu Keluarga
mengikuti ibadah paskah dengan keluarga,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
"-liburan semester_x000d_
-libur panjang_x000d_
-bertemu keluarga",IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin menjumpai keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
libur lebaran dan bertemu keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
acara keluarga bersama orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
bertemu keluarga dan menjemput kaka yang baru datang dari luar provinsi,IB,Bertemu Keluarga
menjemput saudari dari bandara,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
melakukan pemulihan kesehatan dan bertemu orang tua,IB,Bertemu Keluarga
libur natal dan libur semester,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertwmu keluarga,IB,Bertemu Keluarga
libur dan bertemu keluarga,IB,Bertemu Keluarga
pemilihan presiden,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga dan persiapan uts,IB,Bertemu Keluarga
mengikuti ibadah paskah dengan keluarga,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
"-liburan semester_x000d_
-libur panjang_x000d_
-bertemu keluarga",IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin menjumpai keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
libur lebaran dan bertemu keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
acara keluarga bersama orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
bertemu keluarga dan menjemput kaka yang baru datang dari luar provinsi,IB,Bertemu Keluarga
menjemput saudari dari bandara,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
melakukan pemulihan kesehatan dan bertemu orang tua,IB,Bertemu Keluarga
libur natal dan libur semester,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertwmu keluarga,IB,Bertemu Keluarga
libur dan bertemu keluarga,IB,Bertemu Keluarga
pemilihan presiden,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga dan persiapan uts,IB,Bertemu Keluarga
mengikuti ibadah paskah dengan keluarga,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
"-liburan semester_x000d_
-libur panjang_x000d_
-bertemu keluarga",IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin menjumpai keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
libur lebaran dan bertemu keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
acara keluarga bersama orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orangtua,IB,Bertemu Keluarga
bertemu keluarga dan menjemput kaka yang baru datang dari luar provinsi,IB,Bertemu Keluarga
menjemput saudari dari bandara,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
melakukan pemulihan kesehatan dan bertemu orang tua,IB,Bertemu Keluarga
libur natal dan libur semester,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertwmu keluarga,IB,Bertemu Keluarga
libur dan bertemu keluarga,IB,Bertemu Keluarga
pemilihan presiden,IB,Lainnya
bertemu keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga dan persiapan uts,IB,Bertemu Keluarga
mengikuti ibadah paskah dengan keluarga,IB,Bertemu Keluarga
libur lebaran,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
bertemu dengan keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
"-liburan semester_x000d_
-libur panjang_x000d_
-bertemu keluarga",IB,Bertemu Keluarga
bertemu orang tua,IB,Bertemu Keluarga
ingin menjumpai keluarga,IB,Bertemu Keluarga
bertemu keluarga,IB,Bertemu Keluarga
libur lebaran dan bertemu keluarga,IB,Bertemu Keluarga
libur semester,IB,Bertemu Keluarga
